Type	Complement Status	Start	End	Gene/Locus Tag	Strand Present?	Position(s)	Position(s) 2	Position(s) 3	Position(s) 4	Position(s) 5	Position(s) 6	Position(s) 7	Position(s) 8	Position(s) 9	Position(s) 10	
CDS	Not Complement	405461	405661	liaF	Yes	405599										
CDS	Not Complement	406156	406356	SPNHU17_RS02100	Yes	406230	406317									
CDS	Not Complement	407165	407365	SPNHU17_RS02105	Yes	407204										
CDS	Not Complement	407873	408073	SPNHU17_RS10870	Yes	407965										
CDS	Not Complement	408717	408917	SPNHU17_RS02125	Yes	408851										
CDS	Not Complement	409037	409237	cbpG	Yes	409095										
CDS	Not Complement	409881	410081	cbpF												
CDS	Not Complement	411239	411439	SPNHU17_RS02140												
CDS	Not Complement	413032	413232	SPNHU17_RS02145	Yes	413033	413048	413099	413143	413221						
CDS	Not Complement	414989	415189	SPNHU17_RS02150												
CDS	Not Complement	415488	415688	SPNHU17_RS02155	Yes	415535	415635									
CDS	Not Complement	417385	417585	tig												
CDS	Complement	421282	421482	SPNHU17_RS02165	Yes	421434										
CDS	Complement	422130	422330	lepB	Yes	422142	422154	422162	422300	422309						
CDS	Complement	423014	423214	rnhC	Yes	423020										
CDS	Not Complement	422901	423101	SPNHU17_RS02180												
CDS	Not Complement	423200	423400	SPNHU17_RS02185												
CDS	Not Complement	423852	424052	SPNHU17_RS02190	Yes	423965										
regulatory	Not Complement	426352	426552	riboswitch	Yes	426538										
CDS	Not Complement	426531	426731	SPNHU17_RS02195	Yes	426701										
CDS	Not Complement	428071	428271	SPNHU17_RS02200	Yes	428231										
CDS	Not Complement	428729	428929	SPNHU17_RS02205												
CDS	Complement	431127	431327	serS	Yes	431249	431289									
CDS	Complement	431712	431912	SPNHU17_RS02215	Yes	431732	431772	431852	431906							
CDS	Complement	433079	433279	SPNHU17_RS02220	Yes	433135	433158	433178	433198	433211	433219					
CDS	Not Complement	433204	433404	SPNHU17_RS02225	Yes	433364										
CDS	Not Complement	434083	434283	SPNHU17_RS02230	Yes	434132	434231									
CDS	Not Complement	434517	434717	SPNHU17_RS02235												
CDS	Not Complement	435551	435751	SPNHU17_RS02240	Yes	435585										
CDS	Not Complement	435894	436094	fabK												
CDS	Not Complement	436861	437061	fabD	Yes	436962										
CDS	Not Complement	437815	438015	fabG	Yes	437822										
CDS	Not Complement	438568	438768	fabF												
CDS	Not Complement	439806	440006	accB	Yes	439939	439982									
CDS	Not Complement	440288	440488	fabZ												
CDS	Not Complement	440722	440922	accC												
CDS	Not Complement	442126	442326	accD	Yes	442190	442207									
CDS	Not Complement	442989	443189	SPNHU17_RS02285	Yes	443078										
CDS	Not Complement	444019	444219	briC	Yes	444141	444161	444188								
CDS	Not Complement	444222	444422	SPNHU17_RS02295	Yes	444250	444410									
CDS	Not Complement	444750	444950	SPNHU17_RS02300	Yes	444777	444890									
CDS	Complement	445615	445815	nusB	Yes	445644	445749									
CDS	Complement	445997	446197	SPNHU17_RS02310	Yes	446012	446114	446174								
CDS	Complement	446579	446779	efp	Yes	446716	446720									
CDS	Complement	448150	448350	gatB	Yes	448236										
CDS	Complement	449616	449816	gatA												
CDS	Complement	449918	450118	gatC	Yes	449931	449974									
CDS	Not Complement	449931	450131	SPNHU17_RS02335												
CDS	Not Complement	451742	451942	SPNHU17_RS02340												
CDS	Not Complement	452050	452250	SPNHU17_RS02345	Yes	452189										
CDS	Not Complement	452342	452542	rpmB												
CDS	Not Complement	452687	452887	SPNHU17_RS02355	Yes	452765										
CDS	Not Complement	453055	453255	SPNHU17_RS02360												
CDS	Not Complement	454923	455123	SPNHU17_RS02365	Yes	454957	455046									
CDS	Not Complement	456616	456816	ilvN	Yes	456625	456744									
CDS	Not Complement	457158	457358	ilvC												
CDS	Not Complement	458287	458487	SPNHU17_RS02380												
CDS	Not Complement	458761	458961	SPNHU17_RS02385												
CDS	Not Complement	459167	459367	ilvA	Yes	459226	459259	459305								
CDS	Not Complement	461289	461489	SPNHU17_RS02395	Yes	461404										
CDS	Complement	462553	462753	SPNHU17_RS02400	Yes	462559	462728									
CDS	Complement	464118	464318	SPNHU17_RS02405	Yes	464124	464186	464273								
CDS	Not Complement	464056	464256	SPNHU17_RS02410												
CDS	Complement	467031	467231	SPNHU17_RS02415												
CDS	Not Complement	467593	467793	SPNHU17_RS02420	Yes	467678										
CDS	Complement	469846	470046	dinB	Yes	470003	470009	470033								
CDS	Not Complement	470039	470239	pflB	Yes	470053	470084	470155								
CDS	Complement	473883	474083	SPNHU17_RS02435	Yes	473894	473918	474057								
CDS	Complement	475677	475877	rlrA	Yes	475766										
CDS	Not Complement	475992	476192	SPNHU17_RS02445	Yes	476109										
CDS	Not Complement	478876	479076	SPNHU17_RS02450	Yes	478943	478982									
CDS	Not Complement	480857	481057	rrgC												
CDS	Not Complement	482376	482576	srtC-1	Yes	482494	482501									
CDS	Not Complement	483265	483465	srtC-2												
CDS	Not Complement	484145	484345	srtC-3												
CDS	Complement	485755	485955	SPNHU17_RS02480	Yes	485818	485896	485940								
CDS	Complement	488412	488612	SPNHU17_RS02485	Yes	488419	488530									
CDS	Not Complement	488380	488580	SPNHU17_RS02490												
CDS	Not Complement	489704	489904	SPNHU17_RS02495	Yes	489820										
CDS	Not Complement	491758	491958	SPNHU17_RS02500	Yes	491781	491886									
CDS	Not Complement	492112	492312	lacG												
CDS	Not Complement	493594	493794	SPNHU17_RS02510	Yes	493612	493649									
CDS	Complement	497038	497238	SPNHU17_RS02515	Yes	497041	497157	497189	497195							
CDS	Complement	498391	498591	trkA	Yes	498409	498435	498539								
CDS	Not Complement	498380	498580	SPNHU17_RS02525												
CDS	Not Complement	499243	499443	SPNHU17_RS02530												
CDS	Not Complement	500704	500904	SPNHU17_RS02535	Yes	500724	500769									
CDS	Not Complement	502371	502571	SPNHU17_RS02540												
CDS	Not Complement	503394	503594	SPNHU17_RS02545	Yes	503432	503476									
regulatory	Not Complement	503951	504151	riboswitch												
CDS	Not Complement	504350	504550	SPNHU17_RS02550	Yes	504446	504509									
CDS	Not Complement	504903	505103	SPNHU17_RS02555	Yes	504995	505052	505058								
CDS	Not Complement	505580	505780	SPNHU17_RS02560	Yes	505700										
CDS	Not Complement	505974	506174	SPNHU17_RS02565	Yes	505982										
CDS	Not Complement	506551	506751	rpoE	Yes	506554	506636									
CDS	Not Complement	507528	507728	SPNHU17_RS02575	Yes	507609	507676									
CDS	Complement	511507	511707	SPNHU17_RS02580	Yes	511510	511516									
CDS	Not Complement	511600	511800	SPNHU17_RS02585	Yes	511763										
CDS	Not Complement	516603	516803	SPNHU17_RS02590	Yes	516740	516750									
CDS	Not Complement	517935	518135	SPNHU17_RS02595	Yes	518047										
CDS	Not Complement	518539	518739	glnR	Yes	518553										
CDS	Not Complement	518932	519132	glnA												
CDS	Complement	520687	520887	SPNHU17_RS02610	Yes	520770	520836	520856	520883							
CDS	Not Complement	520452	520652	SPNHU17_RS10875												
CDS	Not Complement	520745	520945	SPNHU17_RS02615												
CDS	Complement	521462	521662	SPNHU17_RS02620	Yes	521533	521575									
CDS	Complement	522925	523125	SPNHU17_RS02625	Yes	522931	522936	523069	523078	523123						
CDS	Complement	525271	525471	SPNHU17_RS02630	Yes	525402	525442	525452								
CDS	Not Complement	525679	525879	SPNHU17_RS02635	Yes	525694	525724	525748	525792	525860						
CDS	Not Complement	526352	526552	hrcA	Yes	526355										
CDS	Not Complement	527413	527613	grpE												
CDS	Not Complement	528417	528617	dnaK												
CDS	Not Complement	530242	530442	SPNHU17_RS02655												
CDS	Not Complement	531000	531200	dnaJ	Yes	531128										
CDS	Complement	532945	533145	SPNHU17_RS02665	Yes	532975										
CDS	Complement	533365	533565	SPNHU17_RS02670												
CDS	Not Complement	533233	533433	SPNHU17_RS02675												
CDS	Not Complement	533961	534161	SPNHU17_RS02680												
CDS	Complement	535707	535907	SPNHU17_RS02685												
CDS	Not Complement	536079	536279	SPNHU17_RS02690	Yes	536207	536249	536262								
CDS	Not Complement	536422	536622	SPNHU17_RS02695	Yes	536513	536531									
CDS	Not Complement	537173	537373	SPNHU17_RS02700	Yes	537188	537228	537281	537285							
CDS	Complement	538869	539069	blpC	Yes	538977										
CDS	Complement	540287	540487	SPNHU17_RS02710	Yes	540373	540484									
CDS	Complement	542455	542655	blpA	Yes	542469	542629									
CDS	Not Complement	542537	542737	blpI												
CDS	Not Complement	543201	543401	blpJ												
CDS	Not Complement	543539	543739	blpU												
CDS	Not Complement	543772	543972	SPNHU17_RS02740												
CDS	Not Complement	544188	544388	SPNHU17_RS02745	Yes	544242										
CDS	Not Complement	544349	544549	SPNHU17_RS02750	Yes	544414	544442									
CDS	Not Complement	544835	545035	SPNHU17_RS02755	Yes	544850	544957	544967								
CDS	Not Complement	545270	545470	SPNHU17_RS02760	Yes	545343	545468									
CDS	Not Complement	546001	546201	SPNHU17_RS02765	Yes	546111	546181									
CDS	Not Complement	546385	546585	SPNHU17_RS02770	Yes	546500										
CDS	Not Complement	547157	547357	SPNHU17_RS02775	Yes	547238	547276									
CDS	Not Complement	547948	548148	trmB	Yes	547952	548060	548124								
CDS	Not Complement	548709	548909	SPNHU17_RS02785												
CDS	Not Complement	549049	549249	rimP												
CDS	Not Complement	549470	549670	nusA												
CDS	Not Complement	550628	550828	SPNHU17_RS02800	Yes	550655										
CDS	Not Complement	550914	551114	SPNHU17_RS02805												
CDS	Not Complement	551230	551430	infB	Yes	551231	551316									
CDS	Not Complement	554063	554263	rbfA	Yes	554226										
CDS	Not Complement	554683	554883	SPNHU17_RS02820	Yes	554769										
CDS	Not Complement	555464	555664	SPNHU17_RS02825	Yes	555517										
CDS	Not Complement	556096	556296	SPNHU17_RS02830	Yes	556263										
CDS	Not Complement	556329	556529	SPNHU17_RS02835												
CDS	Not Complement	557673	557873	SPNHU17_RS02840	Yes	557849										
CDS	Not Complement	558023	558223	SPNHU17_RS02845	Yes	558150										
CDS	Not Complement	558830	559030	SPNHU17_RS02850	Yes	558872	558943									
CDS	Not Complement	559266	559466	SPNHU17_RS02855	Yes	559377	559443									
CDS	Not Complement	559826	560026	SPNHU17_RS02860												
CDS	Not Complement	560397	560597	SPNHU17_RS02865												
CDS	Not Complement	563129	563329	SPNHU17_RS02870												
CDS	Not Complement	563344	563544	SPNHU17_RS10880												
CDS	Not Complement	564276	564476	SPNHU17_RS10885	Yes	564363										
CDS	Not Complement	565327	565527	SPNHU17_RS02880	Yes	565428	565462	565482	565525							
CDS	Not Complement	566627	566827	SPNHU17_RS10890	Yes	566660	566685	566739	566759	566786						
CDS	Not Complement	567988	568188	SPNHU17_RS10895	Yes	568076										
CDS	Not Complement	568554	568754	SPNHU17_RS10900												
CDS	Not Complement	569486	569686	SPNHU17_RS02890	Yes	569640										
CDS	Not Complement	570343	570543	SPNHU17_RS02895												
CDS	Not Complement	572194	572394	SPNHU17_RS02900	Yes	572216	572313									
CDS	Not Complement	574200	574400	pheS	Yes	574368										
CDS	Not Complement	575246	575446	SPNHU17_RS02910												
CDS	Not Complement	575832	576032	pheT												
CDS	Complement	579506	579706	SPNHU17_RS02920	Yes	579584										
CDS	Not Complement	579463	579663	SPNHU17_RS02925												
CDS	Not Complement	580036	580236	SPNHU17_RS02930	Yes	580172										
CDS	Not Complement	580562	580762	metE	Yes	580644	580671	580716	580721	580736						
CDS	Not Complement	582875	583075	metF	Yes	583022										
CDS	Not Complement	584426	584626	pnp	Yes	584540	584604									
CDS	Not Complement	586655	586855	cysE												
CDS	Not Complement	587284	587484	SPNHU17_RS02955												
CDS	Not Complement	588251	588451	cysS	Yes	588436										
CDS	Not Complement	589587	589787	SPNHU17_RS02965												
CDS	Not Complement	589977	590177	SPNHU17_RS02970	Yes	590145										
CDS	Not Complement	590998	591198	SPNHU17_RS02975	Yes	591185										
CDS	Not Complement	591740	591940	SPNHU17_RS02980	Yes	591853	591896									
CDS	Not Complement	592266	592466	SPNHU17_RS02985	Yes	592283	592404	592411	592422							
CDS	Not Complement	593556	593756	vex2	Yes	593654	593692									
CDS	Not Complement	594255	594455	vex3												
CDS	Not Complement	595814	596014	pep27	Yes	595878	595957	595967								
CDS	Not Complement	595946	596146	vncR	Yes	596029										
CDS	Not Complement	596599	596799	vncS												
CDS	Not Complement	598068	598268	SPNHU17_RS03010	Yes	598107										
CDS	Complement	600660	600860	SPNHU17_RS03015	Yes	600675	600686									
CDS	Complement	601577	601777	SPNHU17_RS03020	Yes	601702										
CDS	Complement	602264	602464	SPNHU17_RS03025	Yes	602328	602400									
CDS	Complement	603071	603271	SPNHU17_RS03030	Yes	603102	603249									
CDS	Complement	603840	604040	SPNHU17_RS03035	Yes	603975	604015									
CDS	Not Complement	603917	604117	recJ												
CDS	Not Complement	606314	606514	SPNHU17_RS03045												
CDS	Not Complement	608044	608244	SPNHU17_RS03050	Yes	608208	608217									
CDS	Not Complement	608954	609154	SPNHU17_RS03055	Yes	608999	609090									
CDS	Not Complement	610179	610379	murN	Yes	610341										
CDS	Not Complement	611490	611690	SPNHU17_RS03065	Yes	611545	611637									
CDS	Not Complement	612231	612431	uvrC	Yes	612404										
CDS	Not Complement	614068	614268	SPNHU17_RS03075	Yes	614101										
CDS	Complement	616083	616283	SPNHU17_RS03080	Yes	616132	616206	616263								
CDS	Not Complement	616054	616254	SPNHU17_RS03085												
CDS	Not Complement	616672	616872	pepV	Yes	616766										
CDS	Not Complement	618126	618326	SPNHU17_RS03095												
CDS	Not Complement	618864	619064	SPNHU17_RS10910	Yes	619041										
CDS	Not Complement	619323	619523	brnQ	Yes	619364	619466									
CDS	Not Complement	620746	620946	SPNHU17_RS03115	Yes	620892										
CDS	Not Complement	621785	621985	SPNHU17_RS03120												
CDS	Not Complement	622261	622461	SPNHU17_RS03125	Yes	622282										
CDS	Not Complement	623100	623300	rplK	Yes	623191										
CDS	Not Complement	623733	623933	rplA	Yes	623772	623877									
CDS	Not Complement	624695	624895	SPNHU17_RS03140												
CDS	Not Complement	625168	625368	SPNHU17_RS03145	Yes	625331	625352									
CDS	Not Complement	626575	626775	SPNHU17_RS03150	Yes	626611	626639									
CDS	Not Complement	627569	627769	SPNHU17_RS03155												
CDS	Not Complement	628389	628589	SPNHU17_RS03160	Yes	628397	628424									
CDS	Not Complement	629213	629413	SPNHU17_RS03165	Yes	629218	629251	629301	629311	629322						
CDS	Not Complement	629476	629676	SPNHU17_RS03170												
CDS	Not Complement	630406	630606	SPNHU17_RS03175	Yes	630434	630511									
CDS	Complement	637867	638067	SPNHU17_RS03180	Yes	637946	637951	637981	638000	638021						
CDS	Not Complement	638278	638478	SPNHU17_RS03185												
CDS	Not Complement	639367	639567	SPNHU17_RS03190	Yes	639384	639515									
CDS	Not Complement	639969	640169	SPNHU17_RS03195												
CDS	Not Complement	640094	640294	SPNHU17_RS03200	Yes	640210										
CDS	Not Complement	640447	640647	SPNHU17_RS03205												
CDS	Not Complement	642272	642472	bgaA	Yes	642373										
CDS	Complement	649651	649851	SPNHU17_RS10915	Yes	649708	649733									
CDS	Complement	650277	650477	SPNHU17_RS10920	Yes	650405										
CDS	Complement	650847	651047	SPNHU17_RS03220												
CDS	Not Complement	650739	650939	SPNHU17_RS03225												
CDS	Not Complement	651679	651879	SPNHU17_RS03230												
CDS	Not Complement	652229	652429	SPNHU17_RS03235												
CDS	Not Complement	652495	652695	SPNHU17_RS03240												
CDS	Not Complement	654728	654928	SPNHU17_RS03245	Yes	654893										
CDS	Not Complement	655799	655999	ccdA2	Yes	655894	655922	655946								
CDS	Not Complement	656529	656729	SPNHU17_RS03255	Yes	656592	656641									
CDS	Not Complement	657106	657306	msrB												
CDS	Complement	658602	658802	SPNHU17_RS10925												
CDS	Not Complement	659034	659234	SPNHU17_RS03270	Yes	659146	659173									
CDS	Not Complement	659768	659968	SPNHU17_RS03275	Yes	659792										
CDS	Not Complement	661575	661775	SPNHU17_RS03280	Yes	661705										
CDS	Not Complement	662160	662360	SPNHU17_RS03285												
CDS	Not Complement	667937	668137	pabB	Yes	668105										
CDS	Not Complement	669659	669859	SPNHU17_RS03295												
CDS	Not Complement	670326	670526	SPNHU17_RS03300	Yes	670384	670458									
CDS	Not Complement	671451	671651	SPNHU17_RS03305	Yes	671482	671620									
CDS	Not Complement	672508	672708	SPNHU17_RS03310	Yes	672520										
CDS	Complement	673765	673965	SPNHU17_RS03315	Yes	673822	673874									
CDS	Not Complement	673686	673886	miaA												
CDS	Not Complement	674563	674763	hflX	Yes	674585	674593									
CDS	Not Complement	675794	675994	SPNHU17_RS03330	Yes	675868	675961									
CDS	Not Complement	676432	676632	rnz	Yes	676562	676578									
CDS	Not Complement	677382	677582	SPNHU17_RS03340	Yes	677468										
CDS	Complement	679299	679499	SPNHU17_RS03345												
CDS	Not Complement	679163	679363	SPNHU17_RS03350												
CDS	Not Complement	679432	679632	SPNHU17_RS03355												
CDS	Not Complement	679901	680101	SPNHU17_RS03360	Yes	679951	679969	680021								
CDS	Complement	681093	681293	SPNHU17_RS03365												
CDS	Not Complement	681055	681255	typA												
CDS	Not Complement	682916	683116	SPNHU17_RS03375												
CDS	Not Complement	683534	683734	SPNHU17_RS03380	Yes	683608	683660									
CDS	Not Complement	683904	684104	SPNHU17_RS03385												
CDS	Not Complement	685925	686125	SPNHU17_RS03390	Yes	686043	686098									
CDS	Not Complement	686670	686870	murD	Yes	686825										
CDS	Not Complement	688024	688224	SPNHU17_RS03400												
CDS	Not Complement	689092	689292	divIB	Yes	689176										
CDS	Not Complement	690524	690724	pyrF	Yes	690638	690671									
CDS	Not Complement	691259	691459	pyrE												
CDS	Not Complement	692124	692324	SPNHU17_RS03420	Yes	692187										
CDS	Not Complement	692570	692770	SPNHU17_RS03425												
CDS	Not Complement	693334	693534	SPNHU17_RS03430	Yes	693443	693511									
CDS	Not Complement	694096	694296	SPNHU17_RS03435	Yes	694176	694258									
CDS	Not Complement	694791	694991	SPNHU17_RS03440	Yes	694811	694917	694941	694958	694964						
CDS	Complement	696591	696791	SPNHU17_RS03445	Yes	696714	696767									
CDS	Complement	697412	697612	SPNHU17_RS03450	Yes	697420	697433									
CDS	Complement	698090	698290	SPNHU17_RS10930	Yes	698106	698263									
CDS	Complement	698718	698918	SPNHU17_RS03465	Yes	698845	698854									
CDS	Not Complement	698745	698945	SPNHU17_RS03470												
CDS	Not Complement	699019	699219	lysS	Yes	699076	699085	699139								
CDS	Not Complement	701135	701335	lctO												
regulatory	Not Complement	702523	702723	riboswitch	Yes	702599	702639	702664	702689							
CDS	Not Complement	702826	703026	SPNHU17_RS03485	Yes	702979										
CDS	Not Complement	703782	703982	thiM	Yes	703878	703978									
CDS	Not Complement	704566	704766	thiE												
regulatory	Not Complement	705404	705604	riboswitch	Yes	705431	705544	705556								
CDS	Not Complement	705754	705954	SPNHU17_RS03500	Yes	705763	705843	705933								
CDS	Not Complement	706315	706515	SPNHU17_RS03505	Yes	706393	706411	706435	706445							
CDS	Not Complement	707702	707902	SPNHU17_RS03510	Yes	707751	707785									
CDS	Not Complement	708363	708563	tenA	Yes	708519										
CDS	Not Complement	709060	709260	thiW												
CDS	Not Complement	709584	709784	SPNHU17_RS03525	Yes	709600	709673	709702	709716	709763						
CDS	Not Complement	710380	710580	thiE	Yes	710399	710504	710529								
CDS	Complement	712212	712412	thiD	Yes	712308	712397	712404								
regulatory	Complement	712394	712594	riboswitch	Yes	712462	712485	712502	712588							
CDS	Not Complement	712378	712578	SPNHU17_RS03540												
CDS	Not Complement	712784	712984	SPNHU17_RS03545	Yes	712924										
CDS	Not Complement	713165	713365	SPNHU17_RS03550	Yes	713224										
CDS	Not Complement	715615	715815	spxB	Yes	715626	715657	715758								
CDS	Not Complement	717501	717701	SPNHU17_RS03560	Yes	717644										
CDS	Complement	719281	719481	SPNHU17_RS03565	Yes	719331										
CDS	Not Complement	719406	719606	SPNHU17_RS03575	Yes	719588										
CDS	Not Complement	721221	721421	SPNHU17_RS03580	Yes	721298	721318	721345	721417							
CDS	Not Complement	721908	722108	SPNHU17_RS03585												
CDS	Not Complement	722851	723051	SPNHU17_RS03590	Yes	722935										
CDS	Not Complement	723794	723994	SPNHU17_RS03595	Yes	723808										
CDS	Not Complement	725302	725502	SPNHU17_RS03600												
CDS	Not Complement	726939	727139	SPNHU17_RS03605	Yes	727105										
CDS	Not Complement	728421	728621	SPNHU17_RS03610	Yes	728580										
CDS	Not Complement	729381	729581	SPNHU17_RS03615												
CDS	Complement	730540	730740	SPNHU17_RS03620												
CDS	Not Complement	730381	730581	SPNHU17_RS03625												
CDS	Not Complement	730818	731018	manA												
CDS	Complement	732946	733146	SPNHU17_RS03635	Yes	733126										
CDS	Complement	733228	733428	SPNHU17_RS10935	Yes	733248	733301									
CDS	Complement	734511	734711	SPNHU17_RS03645	Yes	734581	734671	734707								
CDS	Complement	735415	735615	SPNHU17_RS03650												
CDS	Not Complement	735340	735540	SPNHU17_RS03655												
CDS	Not Complement	735916	736116	SPNHU17_RS03660	Yes	735939										
CDS	Not Complement	736472	736672	upp												
CDS	Not Complement	737275	737475	clpP	Yes	737335	737366									
CDS	Not Complement	737944	738144	SPNHU17_RS03675	Yes	738125										
CDS	Not Complement	738294	738494	SPNHU17_RS03680	Yes	738440										
CDS	Not Complement	739722	739922	SPNHU17_RS03685	Yes	739831	739852									
CDS	Not Complement	740595	740795	SPNHU17_RS03690	Yes	740701										
CDS	Not Complement	741551	741751	SPNHU17_RS03695	Yes	741573	741670	741718								
CDS	Not Complement	742315	742515	SPNHU17_RS03700												
CDS	Not Complement	743332	743532	SPNHU17_RS03705	Yes	743356	743387	743414	743446	743454						
CDS	Not Complement	744096	744296	prfB	Yes	744216										
CDS	Not Complement	745209	745409	ftsE												
CDS	Not Complement	745894	746094	ftsX												
CDS	Not Complement	747106	747306	SPNHU17_RS03725	Yes	747267										
CDS	Not Complement	749338	749538	SPNHU17_RS03730												
CDS	Not Complement	750293	750493	SPNHU17_RS03735	Yes	750394										
CDS	Not Complement	751851	752051	metK	Yes	751998										
CDS	Not Complement	753594	753794	SPNHU17_RS03745	Yes	753667	753695	753700								
CDS	Not Complement	754563	754763	holA	Yes	754702										
CDS	Not Complement	755773	755973	sodA	Yes	755849	755892	755945								
CDS	Not Complement	756535	756735	SPNHU17_RS03760	Yes	756657										
CDS	Not Complement	757086	757286	rlmN												
CDS	Not Complement	758171	758371	SPNHU17_RS03770	Yes	758230										
CDS	Not Complement	758655	758855	SPNHU17_RS03775	Yes	758695	758742	758751								
CDS	Complement	761255	761455	SPNHU17_RS03780	Yes	761311	761358	761413								
CDS	Complement	761559	761759	SPNHU17_RS03785	Yes	761627	761675	761716	761737							
CDS	Complement	762247	762447	SPNHU17_RS03790	Yes	762252	762265	762282	762322	762380						
CDS	Not Complement	762217	762417	rpsP												
CDS	Not Complement	762509	762709	kphA	Yes	762515	762640									
CDS	Not Complement	762897	763097	SPNHU17_RS03805	Yes	763048	763088									
CDS	Not Complement	763325	763525	SPNHU17_RS03810	Yes	763437	763521									
CDS	Not Complement	764144	764344	rimM												
CDS	Not Complement	764652	764852	trmD												
CDS	Not Complement	765383	765583	SPNHU17_RS03825												
CDS	Complement	766271	766471	SPNHU17_RS03830	Yes	766313	766415									
CDS	Not Complement	766169	766369	SPNHU17_RS03835												
CDS	Complement	766727	766927	SPNHU17_RS10940	Yes	766742	766913									
CDS	Complement	767324	767524	SPNHU17_RS03845	Yes	767342	767431	767518								
CDS	Complement	768867	769067	gor												
CDS	Not Complement	768932	769132	SPNHU17_RS03855	Yes	769128										
CDS	Not Complement	770115	770315	SPNHU17_RS03860	Yes	770201										
CDS	Not Complement	770818	771018	SPNHU17_RS03865	Yes	770979										
CDS	Not Complement	772201	772401	metG	Yes	772323	772378									
CDS	Not Complement	774574	774774	SPNHU17_RS03875	Yes	774672										
CDS	Not Complement	774898	775098	SPNHU17_RS03880	Yes	775000										
CDS	Not Complement	775788	775988	SPNHU17_RS03885	Yes	775813	775823	775869								
CDS	Not Complement	776814	777014	SPNHU17_RS03890												
CDS	Not Complement	777043	777243	SPNHU17_RS03895	Yes	777154	777189									
CDS	Not Complement	777752	777952	SPNHU17_RS03900												
CDS	Not Complement	778230	778430	SPNHU17_RS03905	Yes	778387										
CDS	Not Complement	779074	779274	SPNHU17_RS03910	Yes	779134										
CDS	Not Complement	779637	779837	SPNHU17_RS03915	Yes	779694	779763									
CDS	Not Complement	782292	782492	ciaR	Yes	782489										
CDS	Not Complement	782956	783156	ciaH	Yes	782974	783054	783075								
CDS	Complement	784811	785011	SPNHU17_RS03930	Yes	784853	784902	784908	784948							
CDS	Not Complement	784751	784951	SPNHU17_RS03935												
CDS	Not Complement	785880	786080	SPNHU17_RS03940	Yes	785920	785935	785942								
CDS	Not Complement	788367	788567	SPNHU17_RS03945												
CDS	Not Complement	789601	789801	SPNHU17_RS03950	Yes	789643	789648									
CDS	Not Complement	790240	790440	SPNHU17_RS03955	Yes	790414										
CDS	Not Complement	790818	791018	gyrB												
CDS	Not Complement	792846	793046	ezrA	Yes	792849	793025									
CDS	Not Complement	795430	795630	SPNHU17_RS03970	Yes	795456	795496	795511								
CDS	Complement	796134	796334	tnpB	Yes	796149	796285									
CDS	Complement	797703	797903	SPNHU17_RS03980	Yes	797733	797762	797810	797838	797872						
CDS	Complement	798138	798338	SPNHU17_RS03985	Yes	798146	798157	798294	798327							
CDS	Complement	798725	798925	SPNHU17_RS03990	Yes	798733	798763									
CDS	Not Complement	799072	799272	SPNHU17_RS03995												
CDS	Complement	801938	802138	SPNHU17_RS04000	Yes	801954	801958									
CDS	Complement	802397	802597	SPNHU17_RS04005	Yes	802416	802474									
CDS	Not Complement	802387	802587	SPNHU17_RS04010												
CDS	Not Complement	803070	803270	SPNHU17_RS04015	Yes	803143										
CDS	Not Complement	803958	804158	SPNHU17_RS04020	Yes	803986	804020	804058								
CDS	Not Complement	804957	805157	SPNHU17_RS04025	Yes	805046										
CDS	Not Complement	806111	806311	rpiA	Yes	806272										
CDS	Not Complement	806808	807008	SPNHU17_RS04035												
CDS	Not Complement	808021	808221	SPNHU17_RS04040	Yes	808146	808201									
CDS	Not Complement	808579	808779	SPNHU17_RS04045	Yes	808628	808642	808697								
CDS	Not Complement	809235	809435	SPNHU17_RS04050												
CDS	Not Complement	810385	810585	SPNHU17_RS04055	Yes	810392	810519	810538								
CDS	Not Complement	810790	810990	SPNHU17_RS04060	Yes	810923	810977									
CDS	Not Complement	811390	811590	SPNHU17_RS04065												
CDS	Not Complement	812556	812756	deoD	Yes	812567	812598	812701	812721	812731						
CDS	Complement	814013	814213	SPNHU17_RS04075	Yes	814017	814026	814065	814140							
CDS	Complement	814302	814502	rpsT	Yes	814390	814399	814440								
CDS	Complement	815290	815490	coaA	Yes	815298	815352									
CDS	Not Complement	815288	815488	SPNHU17_RS04090												
CDS	Not Complement	815908	816108	SPNHU17_RS04095	Yes	816025	816038									
CDS	Not Complement	816486	816686	SPNHU17_RS04100	Yes	816542										
CDS	Not Complement	817783	817983	deoC	Yes	817875	817898									
CDS	Not Complement	818432	818632	SPNHU17_RS04110	Yes	818452										
CDS	Not Complement	818911	819111	SPNHU17_RS04115												
CDS	Not Complement	820107	820307	SPNHU17_RS04120	Yes	820180										
CDS	Not Complement	821635	821835	SPNHU17_RS04125												
CDS	Not Complement	822696	822896	SPNHU17_RS04130												
CDS	Complement	824652	824852	plsY												
CDS	Not Complement	824588	824788	parE												
CDS	Not Complement	826987	827187	parC	Yes	827115	827122									
CDS	Not Complement	829554	829754	SPNHU17_RS04150	Yes	829555	829567	829672								
CDS	Not Complement	830632	830832	SPNHU17_RS04155	Yes	830656										
CDS	Not Complement	831401	831601	SPNHU17_RS04160												
CDS	Not Complement	832087	832287	SPNHU17_RS04165												
CDS	Not Complement	833025	833225	pcp	Yes	833199										
